date,ticker,option_price,stock_price,delta,delta_raw,signal_side,option_qty,num_contracts,stock_position,dte,days_held,bars_held,daily_pnl,cumulative_pnl,option_pnl,stock_pnl
2011-01-20,INTC,0.38,20.95,-0.467185,0.467185,-1,-40,40,1868.7400000000005,30,5,5,61.04854579999546,873.3588688100004,179.99999999999994,-117.93672000000448
2011-03-24,ORCL,1.495,32.14,-0.532261,0.532261,-1,-4,4,212.90439999999998,58,1,1,0.0,0.0,-0.0,0.0
2011-03-25,ORCL,1.09,32.64,-0.468583,0.468583,-1,-4,4,187.4332,57,2,2,268.036510016,268.036510016,162.0,106.45219999999999
2011-03-28,ORCL,0.99,32.555,-0.452988,0.452988,-1,-4,4,181.1952,54,3,3,23.966638954999876,292.0031489709999,40.000000000000036,-15.93182200000016
2011-03-29,ORCL,1.25,33.16,-0.531473,0.531473,-1,-4,4,212.58919999999998,53,4,4,5.102583479999436,297.10573245099937,-104.0,109.62309599999944
2011-03-30,ORCL,1.17,33.05,-0.517306,0.517306,-1,-4,4,206.9224,52,5,5,8.521544130000153,305.62727658099953,32.00000000000003,-23.384811999999876
2011-03-31,ORCL,1.38,33.4325,-0.5685,0.5685,-1,-4,4,227.4,51,6,6,-5.194490680999928,300.4327858999996,-83.99999999999999,79.14781800000006
2011-04-01,ORCL,1.125,34.02,-0.508548,0.508548,-1,-4,4,203.4192,50,7,7,235.18958659200126,535.6223724920009,101.99999999999996,133.5975000000013
2011-04-04,ORCL,1.17,34.14,-0.522882,0.522882,-1,-4,4,209.15279999999998,47,8,8,6.312431447999506,541.9348039400004,-17.99999999999997,24.410303999999478
2011-04-05,ORCL,1.04,33.92,-0.49684,0.49684,-1,-4,4,198.736,46,9,9,5.8097150720002,547.7445190120006,51.99999999999996,-46.01361599999976
2011-04-06,ORCL,0.88,33.58,-0.447746,0.447746,-1,-4,4,179.09839999999997,45,10,10,-3.8999553040006663,543.844563708,64.00000000000001,-67.57024000000068
2011-04-07,ORCL,0.895,33.72,-0.457087,0.457087,-1,-4,4,182.83479999999997,44,11,11,19.010780296000096,562.8553440040001,-6.000000000000005,25.073776000000098
2011-04-08,ORCL,0.815,33.54,-0.434569,0.434569,-1,-4,4,173.82759999999996,43,12,12,-1.0613147439999129,561.7940292600002,32.00000000000003,-32.91026399999994
2011-04-11,ORCL,0.915,33.785,-0.477334,0.477334,-1,-4,4,190.93359999999996,40,13,13,2.2987988949995075,564.0928281549998,-40.000000000000036,42.58776199999954
2011-04-12,ORCL,1.22,33.4,-0.571453,0.571453,-1,-4,4,228.58119999999997,39,14,14,-196.1381509199996,367.9546772350002,-121.99999999999997,-73.50943599999961
2011-04-13,ORCL,0.835,33.7,-0.465008,0.465008,-1,-4,4,186.00319999999996,38,15,15,221.85692070000098,589.8115979350011,154.0,68.57436000000096
2011-04-14,ORCL,0.83,33.8,-0.480485,0.480485,-1,-4,4,192.19399999999996,37,16,16,20.495695479998936,610.3072934150001,2.0000000000000018,18.600319999998938
2011-04-15,ORCL,0.96,34.18,-0.539953,0.539953,-1,-4,4,215.98119999999997,36,17,17,20.627196752000472,630.9344901670006,-52.0,73.03372000000047
2011-04-18,ORCL,0.67,33.63,-0.443745,0.443745,-1,-4,4,177.49799999999996,33,18,18,-3.436755007999401,627.4977351590012,115.99999999999997,-118.78965999999937
2011-04-19,ORCL,0.665,33.67,-0.449192,0.449192,-1,-4,4,179.67679999999996,32,19,19,9.063239901999848,636.560975061001,2.0000000000000018,7.099919999999847
2011-04-20,ORCL,0.855,34.11,-0.531755,0.531755,-1,-4,4,212.70199999999994,31,20,20,2.4945472139995943,639.0555222750006,-75.99999999999997,79.05779199999957
2011-04-26,KO,1.025,66.93,-0.434433,0.434433,-1,-17,17,738.5361,53,1,1,0.0,0.0,-0.0,0.0
2011-04-27,KO,1.02,67.0,-0.437296,0.437296,-1,-17,17,743.4032000000001,52,2,2,60.03447914999478,60.03447914999478,8.499999999999819,51.69752699999496
2011-04-28,KO,1.18,67.41,-0.494169,0.494169,-1,-17,17,840.0873000000001,51,3,3,29.536574409497636,89.57105355949241,-271.9999999999999,304.7953119999975
2011-04-29,KO,1.185,67.46,-0.503946,0.503946,-1,-17,17,856.7082000000001,50,4,4,32.94374204299742,122.51479560248984,-8.500000000000195,42.00436499999762
2011-05-02,KO,1.31,67.72,-0.536243,0.536243,-1,-17,17,911.6131000000001,47,5,5,8.385052086004412,130.89984768849425,-212.5,222.7441320000044
2011-05-03,KO,1.41,67.88,-0.55409,0.55409,-1,-17,17,941.9530000000001,46,6,6,-25.17164020600285,105.7282074824914,-169.99999999999977,145.85809599999692
2011-05-04,KO,1.1949999999999998,67.46,-0.504695,0.504695,-1,-17,17,857.9815000000001,45,7,7,-32.952618695001505,72.7755887874899,365.5000000000001,-395.6202600000016
2011-05-05,KO,0.85,66.7,-0.401721,0.401721,-1,-17,17,682.9257,44,8,8,-71.40405092999245,1.3715378574974437,586.4999999999998,-652.0659399999922
2011-05-06,KO,0.9450000000000001,66.9,-0.432149,0.432149,-1,-17,17,734.6533000000001,43,9,9,-26.645148219998216,-25.273610362500772,-161.50000000000014,136.58514000000193
2011-05-09,KO,0.87,66.95,-0.428471,0.428471,-1,-17,17,728.4007,40,10,10,164.02335921499804,138.74974885249728,127.50000000000011,36.732664999997915
2011-05-10,KO,1.005,67.34,-0.483639,0.483639,-1,-17,17,822.1863000000001,39,11,11,51.418511848000584,190.16826070049785,-229.49999999999983,284.0762730000004
2011-05-11,KO,0.995,67.32,-0.478816,0.478816,-1,-17,17,813.9872000000001,38,12,12,0.2802922939914134,190.44855299448926,16.999999999999826,-16.443726000008414
2011-05-12,KO,1.565,68.31,-0.62292,0.62292,-1,-17,17,1058.9640000000002,37,13,13,-171.51985460399231,18.928698390496947,-968.9999999999999,805.8473280000076
2011-05-13,KO,1.5350000000000001,68.18,-0.6014,0.6014,-1,-17,17,1022.3800000000002,36,14,14,-87.91246855999555,-68.9837701694986,50.999999999999666,-137.6653199999952
