action,date,ticker,signal_date,option_price,stock_price,delta,delta_raw,signal_side,option_qty,stock_position,num_contracts,strike,expiry,dte,entry_cost,rank,prediction,target_weight,target_delta_exposure,per_contract_delta_exposure,exit_reason,days_held,bars_held,realized_pnl,exit_cost
exit,2010-07-30,AMGN,,1.815,54.53,,,1,8,,8,,,,,,,,,,stop_loss,2.0,2.0,-1203.6434268320015,47.571618832
enter,2010-08-03,PFE,2010-08-02,0.675,16.34,-0.5571,0.5571,-1,-54,3008.34,54,16.0,2010-09-18,46.0,3699.0,21.0,-0.0019326117,-1.0,49592.03533585748,910.3014000000001,,,,,
exit,2010-08-04,PFE,,0.88,16.44,,,-1,-54,,54,,,,,,,,,,stop_loss,2.0,2.0,-943.9407332999949,176.9922333
enter,2010-08-19,HPQ,2010-08-18,1.395,40.76,-0.490538,0.490538,-1,-24,1177.2912,24,41.0,2010-09-18,30.0,3372.0,22.0,-0.0024024472,-1.0,49551.56585193248,1999.4328879999998,,,,,
exit,2010-08-23,HPQ,,1.395,40.76,,,-1,-24,,24,,,,,,,,,,hpr_limit_exit,3.0,3.0,-114.95319465600001,114.95319465600001
enter,2010-10-18,IBM,2010-10-15,2.615,142.83,-0.406999,0.406999,-1,-8,325.5992,8,145.0,2010-11-20,33.0,2100.0,29.0,-0.0058408156,-1.0,49551.56585193248,5813.166717,,,,,
exit,2010-10-19,IBM,,1.585,138.03,,,-1,-8,,8,,,,,,,,,,stop_loss,2.0,2.0,-668.2259599360034,54.038439936
enter,2010-10-21,PM,2010-10-20,1.48,57.56,-0.510852,0.510852,-1,-16,817.3632,16,57.5,2010-12-18,58.0,2384.0,28.0,-0.005564183,-1.0,49514.53240448987,2940.464112,,,,,
exit,2010-10-25,PM,,1.205,59.47,,,-1,-16,,16,,,,,,,,,,hpr_limit_exit,3.0,3.0,1743.4395851759978,76.035758824
enter,2010-10-27,PG,2010-10-26,1.66,63.08,0.582172,0.582172,1,13,-756.8236,13,62.5,2010-12-18,52.0,2171.0,5.0,0.006304629,0.6798023296132958,49621.33320463748,3672.3409760000004,,,,,
enter,2010-10-27,COP,2010-10-26,2.125,60.08,-0.525269,0.525269,-1,-10,525.269,10,60.0,2010-12-18,52.0,2135.0,25.0,-0.0031163879,-0.3201976703867042,31777.270587214665,3155.816152,,,,,
exit,2010-10-29,PG,,1.975,63.57,,,1,13,,13,,,,,,,,,,hpr_limit_exit,3.0,3.0,-77.46198615350141,90.09378715349999
exit,2010-10-29,COP,,1.725,59.3875,,,-1,-10,,10,,,,,,,,,,hpr_limit_exit,3.0,3.0,16.212654056252028,58.450153443750004
enter,2010-11-02,BP,2010-11-01,1.835,41.42,-0.562239,0.562239,-1,-6,337.34340000000003,6,41.0,2010-12-18,46.0,1107.0,30.0,-0.0060803853,-1.0,49624.96314521801,2328.7939380000003,,,,,
exit,2010-11-04,BP,,1.495,43.91,,,-1,-6,,6,,,,,,,,,,hpr_limit_exit,3.0,3.0,930.2602856429982,30.613560356999997
enter,2010-11-10,CSCO,2010-11-09,0.705,24.49,-0.433101,0.433101,-1,-46,1992.2646,46,25.0,2010-12-18,38.0,3289.0,27.0,-0.0038948692,-1.0,49676.662141742505,1060.664349,,,,,
exit,2010-11-11,CSCO,,0.645,20.52,,,-1,-46,,46,,,,,,,,,,stop_loss,2.0,2.0,-7766.504630371996,125.799796372
enter,2010-11-23,HPQ,2010-11-19,1.835,44.19,-0.531246,0.531246,-1,-20,1062.492,20,44.0,2011-01-22,60.0,3690.0,26.0,-0.003308311,-1.0,49294.99666056371,2347.576074,,,,,
exit,2010-11-26,HPQ,,1.75,43.2,,,-1,-20,,20,,,,,,,,,,stop_loss,3.0,3.0,-996.8583159999946,112.99341600000001
enter,2010-12-16,ORCL,2010-12-15,1.2149999999999999,30.27,0.556666,0.556666,1,29,-1614.3314,29,30.0,2011-01-22,37.0,3552.4999999999995,4.0,0.0066368394,1.0,49253.04370275646,1685.027982,,,,,
exit,2010-12-17,ORCL,,1.09,31.4625,,,1,29,,29,,,,,,,,,,stop_loss,2.0,2.0,-2553.7837753187478,119.54994781875
enter,2011-01-13,INTC,2011-01-12,0.785,21.29,-0.56942,0.56942,-1,-40,2277.6800000000003,40,21.0,2011-02-19,37.0,3180.0,25.0,-0.002029065,-1.0,49138.56746818233,1212.29518,,,,,
exit,2011-01-18,INTC,,0.51,21.0825,,,-1,-40,,40,,,,,,,,,,hpr_limit_exit,3.0,3.0,564.291818475001,102.79263152499999
enter,2011-01-21,BAC,2011-01-20,0.895,14.25,0.578259,0.578259,1,59,-3411.7281,59,14.0,2011-03-19,57.0,5339.5,2.0,0.008478679,0.5373642845677246,49169.80937921483,824.0190749999999,,,,,
enter,2011-01-21,GE,2011-01-20,0.58,19.74,-0.441376,0.441376,-1,-52,2295.1552,52,20.0,2011-03-19,57.0,3067.9999999999995,28.0,-0.0031719096,-0.4626357154322755,45495.41987964333,871.276224,,,,,
exit,2011-01-25,BAC,,0.505,13.63,,,1,59,,59,,,,,,,,,,hpr_limit_exit,3.0,3.0,-839.7366298650019,136.148649865
exit,2011-01-25,GE,,0.62,19.98,,,-1,-52,,52,,,,,,,,,,hpr_limit_exit,3.0,3.0,259.4230179840049,141.840598016
enter,2011-02-01,BP,2011-01-31,1.5350000000000001,47.98,-0.4778,0.4778,-1,-21,1003.38,21,48.0,2011-03-19,46.0,3244.5,30.0,-0.007825302,-1.0,49170.003394139254,2292.4844,,,,,
exit,2011-02-02,BP,,1.57,47.13,,,-1,-21,,21,,,,,,,,,,stop_loss,2.0,2.0,-1055.696929297494,111.09015429750002
enter,2011-02-09,KO,2011-02-08,1.395,63.15,0.587534,0.587534,1,13,-763.7942,13,62.5,2011-03-19,38.0,1826.5,3.0,0.0057132468,1.0,49123.659468909376,3710.2772099999997,,,,,
exit,2011-02-11,KO,,1.57,63.57,,,1,13,,13,,,,,,,,,,hpr_limit_exit,3.0,3.0,-211.22753752100144,80.89988552100002
enter,2011-03-24,ORCL,2011-03-23,1.495,32.14,-0.532261,0.532261,-1,-4,212.90439999999998,4,32.0,2011-05-21,58.0,602.0,29.0,-0.0041808337,-1.0,49118.74656343918,1710.6868539999998,,,,,
exit,2011-03-28,ORCL,,0.99,32.555,,,-1,-4,,4,,,,,,,,,,hpr_limit_exit,3.0,3.0,262.3266031319999,14.869404868000002
enter,2011-04-15,BAC,2011-04-14,0.325,12.82,-0.446798,0.446798,-1,-85,3797.783,85,13.0,2011-05-21,36.0,2847.5,26.0,-0.002260197,-1.0,49133.34672088773,572.795036,,,,,
exit,2011-04-18,BAC,,0.64,12.42,,,-1,-85,,85,,,,,,,,,,stop_loss,2.0,2.0,-5206.097386495003,229.49358649500002
enter,2011-04-20,T,2011-04-19,0.59,30.13,0.550014,0.550014,1,29,-1595.0406,29,30.0,2011-05-21,31.0,1740.0,2.0,0.009770308,1.0,48922.910593184475,1657.192182,,,,,
exit,2011-04-21,T,,0.35,30.68,,,1,29,,29,,,,,,,,,,stop_loss,2.0,2.0,-1412.5232569060008,67.404511906
enter,2011-04-26,KO,2011-04-25,1.025,66.93,-0.434433,0.434433,-1,-16,695.0928,16,67.5,2011-06-18,53.0,1655.9999999999998,28.0,-0.0025223717,-1.0,48843.92880613958,2907.6600690000005,,,,,
exit,2011-04-28,KO,,1.18,67.41,,,-1,-16,,16,,,,,,,,,,hpr_limit_exit,3.0,3.0,51.11224616799183,80.40954583199999
enter,2011-05-03,PFE,2011-05-02,0.735,20.44,-0.597662,0.597662,-1,-39,2330.8818,39,20.0,2011-06-18,46.0,2905.5,30.0,-0.0056860335,-1.0,48848.14391454238,1221.6211280000002,,,,,
exit,2011-05-05,PFE,,0.685,20.39,,,-1,-39,,39,,,,,,,,,,hpr_limit_exit,3.0,3.0,-32.690313961501886,115.3385289615
enter,2011-05-17,HPQ,2011-05-16,1.0,36.91,0.490911,0.490911,1,1,-49.0911,1,37.0,2011-06-18,32.0,101.0,5.0,0.0043019205,1.0,48862.29660184146,1811.9525009999998,,,,,
exit,2011-05-19,HPQ,,0.99,36.13,,,1,1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,36.49002513799968,3.9395188620000003
enter,2011-07-20,ABT,2011-07-19,0.76,52.4,0.485727,0.485727,1,19,-922.8813000000001,19,52.5,2011-08-20,31.0,1463.0,2.0,0.0050461125,1.0,48864.30804948713,2545.20948,,,,,
exit,2011-07-22,ABT,,0.955,52.85,,,1,19,,19,,,,,,,,,,hpr_limit_exit,3.0,3.0,-205.49613105500327,84.17106105500001
enter,2011-07-26,BP,2011-07-25,1.54,46.18,0.494967,0.494967,1,14,-692.9538,14,46.0,2011-09-17,53.0,2170.0,5.0,0.0015391782,0.4252423839780806,41556.25365150615,2285.7576059999997,,,,,
enter,2011-07-26,AMZN,2011-07-25,11.899999999999999,214.18,0.516933,0.516933,1,3,-155.0799,3,215.0,2011-09-17,53.0,3572.999999999999,3.0,0.0032488778,0.5747576160219194,48861.843524102005,11071.670994,,,,,
exit,2011-07-27,AMZN,,9.9,222.518,,,1,3,,3,,,,,,,,,,stop_loss,2.0,2.0,-1904.8643808758989,78.76064707590001
exit,2011-07-28,BP,,1.5950000000000002,45.05,,,1,14,,14,,,,,,,,,,hpr_limit_exit,3.0,3.0,768.537141645002,73.918304355
enter,2011-08-05,PG,2011-08-04,2.0700000000000003,60.59,0.569445,0.569445,1,14,-797.223,14,60.0,2011-09-17,43.0,2912.0000000000005,4.0,0.0025369748,1.0,48810.293691340994,3450.267255,,,,,
exit,2011-08-09,PG,,1.855,60.22,,,1,14,,14,,,,,,,,,,hpr_limit_exit,3.0,3.0,-119.4786669299971,87.86197693
enter,2011-08-24,PBR,2011-08-23,1.82,27.74,-0.511027,0.511027,-1,-29,1481.9783,29,28.0,2011-10-22,59.0,5307.0,26.0,-0.004150685,-1.0,48816.6473456977,1417.588898,,,,,
exit,2011-08-25,PBR,,1.575,24.97,,,-1,-29,,29,,,,,,,,,,stop_loss,2.0,2.0,-3685.770939588999,139.536041589
enter,2011-09-20,ORCL,2011-09-19,1.775,28.35,-0.558615,0.558615,-1,-30,1675.845,30,28.0,2011-10-22,32.0,5355.0,23.0,-0.0031441376,-1.0,48646.88417402202,1583.6735250000002,,,,,
exit,2011-09-22,ORCL,,1.725,28.34,,,-1,-30,,30,,,,,,,,,,hpr_limit_exit,3.0,3.0,-23.893870800003157,157.1814708
enter,2011-10-13,JPM,2011-10-12,1.68,31.6,-0.496118,0.496118,-1,-31,1537.9658000000002,31,32.0,2011-11-19,37.0,5239.0,27.0,-0.0037610251,-1.0,48670.64798556553,1567.7328800000003,,,,,
exit,2011-10-17,JPM,,1.725,31.04,,,-1,-31,,31,,,,,,,,,,stop_loss,3.0,3.0,-1221.662730208004,163.412506208
enter,2011-10-19,ABT,2011-10-18,1.79,53.25,0.599151,0.599151,1,15,-898.7265,15,52.5,2011-11-19,31.0,2700.0,6.0,0.003580466,1.0,48617.81408139568,3190.4790749999997,,,,,
exit,2011-10-20,ABT,,0.785,54.05,,,1,15,,15,,,,,,,,,,stop_loss,2.0,2.0,-2026.993983374998,54.265983375000005
enter,2011-10-26,COP,2011-10-25,2.5300000000000002,71.89,0.487017,0.487017,1,4,-194.80679999999998,4,72.5,2011-12-17,52.0,1016.0000000000001,5.0,0.004102703,1.0,48506.0614163813,3501.1652129999998,,,,,
exit,2011-10-28,COP,,2.21,71.74,,,1,4,,4,,,,,,,,,,hpr_limit_exit,3.0,3.0,-128.35859861599906,28.381118616
enter,2011-11-22,HPQ,2011-11-18,1.63,26.65,-0.492828,0.492828,-1,-36,1774.1808,36,27.0,2012-01-21,60.0,5904.0,26.0,-0.002445165,-1.0,48502.0835385081,1313.38662,,,,,
exit,2011-11-23,HPQ,,1.745,25.78,,,-1,-36,,36,,,,,,,,,,stop_loss,2.0,2.0,-2191.2736076639967,185.22789566400002
enter,2012-01-19,BAC,2012-01-18,0.33999999999999997,6.96,0.507063,0.507063,1,137,-6946.763100000001,137,7.0,2012-02-18,30.0,4795.0,2.0,0.0064045005,1.0,48404.170738450506,352.91584800000004,,,,,
exit,2012-01-23,BAC,,0.33999999999999997,6.96,,,1,137,,137,,,,,,,,,,hpr_limit_exit,3.0,3.0,-254.334735588,254.334735588
enter,2012-01-25,ABT,2012-01-24,1.165,55.23,-0.548386,0.548386,-1,-3,164.5158,3,55.0,2012-03-17,52.0,352.5,28.0,-0.0034319386,-0.5145235553278531,48404.170738450506,3028.7358780000004,,,,,
enter,2012-01-25,COP,2012-01-24,1.72,69.98,-0.478676,0.478676,-1,-8,382.94079999999997,8,70.0,2012-03-17,52.0,1384.0,29.0,-0.0040253066,-0.48547644467214685,46998.16943481303,3349.774648,,,,,
exit,2012-01-27,ABT,,1.06,55.02,,,-1,-3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,-14.710341527999033,13.628253528
exit,2012-01-27,COP,,1.475,69.4,,,-1,-8,,8,,,,,,,,,,hpr_limit_exit,3.0,3.0,-47.46692783999944,43.55995184
enter,2012-02-02,MRK,2012-02-01,1.08,38.44,-0.596917,0.596917,-1,-8,477.53360000000004,8,38.0,2012-03-17,44.0,872.0,27.0,-0.002525175,-1.0,48402.67548332335,2294.548948,,,,,
exit,2012-02-06,MRK,,0.9299999999999999,38.4,,,-1,-8,,8,,,,,,,,,,hpr_limit_exit,3.0,3.0,69.5076518400005,31.835356159999996
enter,2012-02-09,PM,2012-02-08,1.57,80.06,0.518227,0.518227,1,11,-570.0497,11,80.0,2012-03-17,37.0,1738.0,1.0,0.01008348,1.0,48407.69563353795,4148.925362,,,,,
exit,2012-02-13,PM,,1.1099999999999999,81.61,,,1,11,,11,,,,,,,,,,stop_loss,3.0,3.0,-1272.032193959999,54.16059396
enter,2012-02-22,HPQ,2012-02-21,1.365,28.94,0.506136,0.506136,1,3,-151.8408,3,29.0,2012-04-21,59.0,412.5,5.0,0.003790874,1.0,48336.2544387124,1464.7575840000002,,,,,
exit,2012-02-24,HPQ,,0.83,26.64,,,1,3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,137.1828022800001,9.76049772
enter,2012-04-16,C,2012-04-13,1.5150000000000001,34.0,-0.521958,0.521958,-1,-27,1409.2866000000001,27,34.0,2012-05-19,33.0,4117.5,26.0,-0.0050670207,-1.0,48345.7197896545,1774.6572,,,,,
exit,2012-04-18,C,,1.5150000000000001,34.0,,,-1,-27,,27,,,,,,,,,,hpr_limit_exit,3.0,3.0,-132.7678722,132.7678722
enter,2012-04-20,MCD,2012-04-19,2.645,95.94,0.57826,0.57826,1,8,-462.608,8,95.0,2012-06-16,57.0,2124.0,3.0,0.0031622518,1.0,48345.7197896545,5547.82644,,,,,
exit,2012-04-24,MCD,,1.9249999999999998,94.59,,,1,8,,8,,,,,,,,,,hpr_limit_exit,3.0,3.0,-118.7810020360022,56.808082036
enter,2012-04-27,MRK,2012-04-26,1.05,38.46,0.605351,0.605351,1,7,-423.7457,7,38.0,2012-06-16,50.0,742.0,6.0,0.0013458058,1.0,48346.59204971229,2328.179946,,,,,
exit,2012-04-30,MRK,,0.885,39.24,,,1,7,,7,,,,,,,,,,stop_loss,2.0,2.0,-444.5762691160005,26.988665116000004
enter,2012-05-09,TM,2012-05-08,2.615,80.55,0.55355,0.55355,1,1,-55.355,1,80.0,2012-06-16,38.0,262.5,5.0,0.0013912749,1.0,48324.2552061364,4458.845249999999,,,,,
exit,2012-05-11,TM,,2.57,80.71,,,1,1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,-21.989229187999843,8.425933188
enter,2012-07-16,C,2012-07-13,1.045,26.81,-0.491148,0.491148,-1,-36,1768.1327999999999,36,27.0,2012-08-18,33.0,3798.0,27.0,-0.0035892278,-1.0,48323.85365228344,1316.7677879999999,,,,,
exit,2012-07-18,C,,1.1150000000000002,27.1,,,-1,-36,,36,,,,,,,,,,hpr_limit_exit,3.0,3.0,160.19077698000416,142.18261902
enter,2012-07-24,GE,2012-07-19,0.625,19.97,-0.506344,0.506344,-1,-47,2379.8168,47,20.0,2012-09-22,60.0,2984.5,24.0,-0.0023318958,-0.49776214425999976,48116.178064292646,1011.168968,,,,,
exit,2012-07-26,GE,,0.395,20.56,,,-1,-47,,47,,,,,,,,,,hpr_limit_exit,3.0,3.0,2081.3977699919997,103.361604008
enter,2012-07-31,BP,2012-07-30,1.33,39.9,-0.462378,0.462378,-1,-3,138.7134,3,40.0,2012-09-22,53.0,402.0,23.0,-0.002264848,-1.0,48457.50243401084,1844.88822,,,,,
exit,2012-08-02,BP,,1.28,39.95,,,-1,-3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,8.488616955000605,13.453293044999999
enter,2012-08-07,DIS,2012-08-06,1.395,49.81,-0.496973,0.496973,-1,-14,695.7622,14,50.0,2012-09-22,46.0,1967.0,25.0,-0.0025187135,-1.0,48458.515876769845,2475.422513,,,,,
exit,2012-08-09,DIS,,1.17,49.96,,,-1,-14,,14,,,,,,,,,,hpr_limit_exit,3.0,3.0,356.7086027119991,64.436737288
enter,2012-10-12,JPM,2012-10-11,1.06,41.62,0.466696,0.466696,1,24,-1120.0704,24,42.0,2012-11-17,36.0,2568.0,5.0,0.0021997076,1.0,48476.666786898946,1942.388752,,,,,
exit,2012-10-16,JPM,,1.0,42.83,,,1,24,,24,,,,,,,,,,stop_loss,3.0,3.0,-1648.642987980001,96.91446798
enter,2012-10-24,T,2012-10-23,0.805,34.71,-0.466701,0.466701,-1,-16,746.7216,16,35.0,2012-12-22,59.0,1304.0,28.0,-0.0037624277,-1.0,48395.89867992035,1619.919171,,,,,
exit,2012-10-26,T,,0.69,34.63,,,-1,-16,,16,,,,,,,,,,hpr_limit_exit,3.0,3.0,77.89229958400134,50.183988416
enter,2012-11-02,CVX,2012-11-01,1.645,108.37,-0.367236,0.367236,-1,-12,440.68319999999994,12,110.0,2012-12-22,50.0,1986.0,25.0,-0.0023083687,-1.0,48401.54799573275,3979.736532,,,,,
exit,2012-11-06,CVX,,2.525,110.36,,,-1,-12,,12,,,,,,,,,,hpr_limit_exit,3.0,3.0,-7.375679640002744,104.57669963999999
enter,2012-11-08,DIS,2012-11-07,1.525,50.04,-0.513806,0.513806,-1,-18,924.8508,18,50.0,2012-12-22,44.0,2763.0,26.0,-0.0023570396,-1.0,48395.947946247354,2571.085224,,,,,
exit,2012-11-09,DIS,,1.16,47.06,,,-1,-18,,18,,,,,,,,,,stop_loss,2.0,2.0,-2131.6009624379967,81.138054438
enter,2013-01-22,IBM,2013-01-18,4.675,196.08,0.524074,0.524074,1,1,-52.4074,1,195.0,2013-02-22,31.0,468.5,4.0,0.0036610533,1.0,48290.975992803054,10276.042992,,,,,
exit,2013-01-24,IBM,,4.675,196.08,,,1,1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,-15.488021496,15.488021496
enter,2013-02-01,CVX,2013-01-31,2.8,116.5,0.593384,0.593384,1,6,-356.0304,6,115.0,2013-03-16,43.0,1686.0,6.0,0.0029393677,1.0,48290.975992803054,6912.9236,,,,,
exit,2013-02-05,CVX,,2.255,115.81,,,1,6,,6,,,,,,,,,,hpr_limit_exit,3.0,3.0,-160.3110269550007,51.358616955
enter,2013-02-07,PM,2013-02-06,1.585,89.82,0.494201,0.494201,1,10,-494.20099999999996,10,90.0,2013-03-16,37.0,1595.0,2.0,0.007532701,1.0,48288.760377533,4438.913382,,,,,
exit,2013-02-11,PM,,1.6949999999999998,90.35,,,1,10,,10,,,,,,,,,,hpr_limit_exit,3.0,3.0,-248.79508347500072,68.632273475
enter,2013-02-26,HD,2013-02-25,1.8,67.56,0.492543,0.492543,1,14,-689.5602,14,67.5,2013-04-20,53.0,2534.0,3.0,0.0053914674,1.0,48281.303958680495,3327.620508,,,,,
exit,2013-02-28,HD,,2.2350000000000003,68.5,,,1,14,,14,,,,,,,,,,hpr_limit_exit,3.0,3.0,-248.79600199999774,104.04384200000001
enter,2013-04-15,C,2013-04-12,1.3250000000000002,44.87,0.50031,0.50031,1,21,-1050.651,21,45.0,2013-05-18,33.0,2803.5000000000005,3.0,0.0051332545,1.0,48277.934685739194,2244.89097,,,,,
exit,2013-04-16,C,,1.205,46.66,,,1,21,,21,,,,,,,,,,stop_loss,2.0,2.0,-2131.8964039379994,94.875109938
enter,2013-04-18,PM,2013-04-17,1.355,91.69,0.428378,0.428378,1,12,-514.0536,12,92.5,2013-05-18,30.0,1638.0,1.0,0.019545771,0.9048108477691408,48171.23909234459,3927.797882,,,,,
exit,2013-04-22,PM,,1.355,91.69,,,1,12,,12,,,,,,,,,,hpr_limit_exit,3.0,3.0,-68.086787292,68.086787292
enter,2013-04-24,PG,2013-04-23,1.6099999999999999,77.12,0.474704,0.474704,1,13,-617.1152,13,77.5,2013-06-22,59.0,2106.0,6.0,0.0031317156,1.0,48171.23909234459,3660.917248,,,,,
exit,2013-04-26,PG,,1.4849999999999999,77.1,,,1,13,,13,,,,,,,,,,hpr_limit_exit,3.0,3.0,-225.57407807999368,75.43427007999999
enter,2013-05-01,CMCSA,2013-04-30,1.07,41.86,0.49396,0.49396,1,23,-1136.108,23,42.0,2013-06-22,52.0,2484.0,5.0,0.0041257944,1.0,48165.2950282732,2067.71656,,,,,
exit,2013-05-03,CMCSA,,0.86,42.54,,,1,23,,23,,,,,,,,,,stop_loss,3.0,3.0,-1256.9920334429999,84.138221443
enter,2013-07-15,C,2013-07-12,1.125,51.81,0.437979,0.437979,1,21,-919.7559,21,52.5,2013-08-17,33.0,2383.5,6.0,0.0032870471,1.0,48100.40765931222,2269.169199,,,,,
exit,2013-07-17,C,,1.005,51.79,,,1,21,,21,,,,,,,,,,hpr_limit_exit,3.0,3.0,-320.5089954569974,86.486927457
enter,2013-07-23,T,2013-07-22,0.795,35.81,-0.480437,0.480437,-1,-27,1297.1799,27,36.0,2013-09-21,60.0,2173.5,26.0,-0.0041735843,-1.0,48088.68779292935,1720.444897,,,,,
exit,2013-07-24,T,,1.02,35.4,,,-1,-27,,27,,,,,,,,,,stop_loss,2.0,2.0,-1362.847975380006,109.94262138
enter,2013-08-01,PG,2013-07-31,1.13,81.64,0.411032,0.411032,1,14,-575.4448,14,82.5,2013-09-21,51.0,1595.9999999999998,4.0,0.0047229473,1.0,48031.47547812184,3355.6652480000002,,,,,
exit,2013-08-05,PG,,1.13,81.64,,,1,14,,14,,,,,,,,,,hpr_limit_exit,3.0,3.0,-69.129656736,69.129656736
enter,2013-10-11,JPM,2013-10-10,1.3849999999999998,52.51,-0.508608,0.508608,-1,-17,864.6336,17,52.5,2013-11-16,36.0,2371.4999999999995,29.0,-0.0017096158,-1.0,48031.47547812184,2670.7006079999996,,,,,
exit,2013-10-15,JPM,,1.315,52.31,,,-1,-17,,17,,,,,,,,,,hpr_limit_exit,3.0,3.0,-132.16976816499675,83.621168165
enter,2013-10-23,T,2013-10-22,0.99,35.279,0.566838,0.566838,1,24,-1360.4112,24,35.0,2013-12-21,59.0,2400.0,2.0,0.0052222647,1.0,48027.65996334665,1999.7477802,,,,,
exit,2013-10-25,T,,0.86,35.19,,,1,24,,24,,,,,,,,,,hpr_limit_exit,3.0,3.0,-282.50477186399235,88.633688664
enter,2013-10-29,BP,2013-10-28,0.635,45.9,0.418843,0.418843,1,7,-293.19010000000003,7,46.0,2013-12-21,53.0,451.5,1.0,0.006025709,0.5659334226854039,48026.29766222105,1922.48937,,,,,
enter,2013-10-29,PFE,2013-10-28,0.28,31.25,-0.364837,0.364837,-1,-2,72.9674,2,31.5,2013-11-29,31.0,58.00000000000001,30.0,-0.004730422,-0.4340665773145962,41693.22129466457,1140.115625,,,,,
exit,2013-10-31,BP,,0.525,46.5,,,1,7,,7,,,,,,,,,,stop_loss,3.0,3.0,-240.35449095000035,19.908530950000003
exit,2013-10-31,PFE,,0.28,31.25,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,-4.260115625,4.260115625
enter,2013-12-18,ORCL,2013-12-17,0.855,34.6,0.445189,0.445189,1,31,-1380.0859,31,35.0,2014-01-18,31.0,2681.5,6.0,0.0021687243,1.0,48013.5890522773,1540.3539400000002,,,,,
exit,2013-12-19,ORCL,,0.535,36.6,,,1,31,,31,,,,,,,,,,stop_loss,2.0,2.0,-3623.2249815100004,87.44558151000001
enter,2014-01-14,JPM,2014-01-13,1.34,57.74,0.543357,0.543357,1,15,-815.0355,15,57.5,2014-02-22,39.0,2025.0,2.0,0.0054196864,1.0,47825.8814627543,3137.3433179999997,,,,,
exit,2014-01-15,JPM,,1.01,59.49,,,1,15,,15,,,,,,,,,,stop_loss,2.0,2.0,-1732.8475030425,65.23112804249999
enter,2014-01-21,JNJ,2014-01-17,0.73,94.03,0.361992,0.361992,1,13,-470.58959999999996,13,95.0,2014-02-22,32.0,962.0,4.0,0.0015677474,0.469222920958905,44791.64489228716,3403.810776,,,,,
enter,2014-01-21,IBM,2014-01-17,3.95,188.43,-0.444817,0.444817,-1,-5,222.4085,5,190.0,2014-02-22,32.0,1980.0,26.0,-0.0017734095,-0.5307770790410951,47729.60025135905,8381.686731000002,,,,,
exit,2014-01-22,IBM,,4.125,182.25,,,-1,-5,,5,,,,,,,,,,stop_loss,2.0,2.0,-2055.072193000002,74.168513
exit,2014-01-23,JNJ,,1.31,92.74,,,1,13,,13,,,,,,,,,,hpr_limit_exit,3.0,3.0,1574.3129769380043,79.400877062
enter,2014-02-06,PM,2014-02-05,2.3499999999999996,78.11,-0.562294,0.562294,-1,-10,562.294,10,77.5,2014-03-22,44.0,2359.9999999999995,30.0,-0.0045029568,-1.0,47728.81313625863,4392.078434,,,,,
exit,2014-02-10,PM,,1.225,78.81,,,-1,-10,,10,,,,,,,,,,hpr_limit_exit,3.0,3.0,1357.5316562550006,50.428643745
enter,2014-02-13,PEP,2014-02-12,1.025,79.69,-0.453303,0.453303,-1,-13,589.2939,13,80.0,2014-03-22,37.0,1345.4999999999998,27.0,-0.002014516,-1.0,47806.869131516374,3612.371607,,,,,
exit,2014-02-14,PEP,,1.49,78.09,,,-1,-13,,13,,,,,,,,,,stop_loss,2.0,2.0,-1879.497801057496,80.8802010575
enter,2014-02-25,HD,2014-02-24,1.24,80.98,-0.479286,0.479286,-1,-1,47.928599999999996,1,81.0,2014-03-28,31.0,125.0,25.0,-0.0017437991,-1.0,47729.19405847978,3881.2580279999997,,,,,
exit,2014-02-27,HD,,1.09,81.7,,,-1,-1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,42.32531263499994,5.014855365
enter,2014-04-11,JPM,2014-04-10,1.5950000000000002,55.3,-0.547125,0.547125,-1,-11,601.8375,11,55.0,2014-05-17,36.0,1765.5000000000002,30.0,-0.010123072,-1.0,47731.663336682526,3025.6012499999997,,,,,
exit,2014-04-15,JPM,,1.1349999999999998,54.8,,,-1,-11,,11,,,,,,,,,,hpr_limit_exit,3.0,3.0,192.0153092000005,50.4136908
enter,2014-04-17,GE,2014-04-16,0.495,26.56,-0.530484,0.530484,-1,-1,53.048399999999994,1,26.5,2014-05-23,36.0,50.5,29.0,-0.008390838,-1.0,47742.15693372832,1408.9655039999998,,,,,
exit,2014-04-22,GE,,0.49,26.58,,,-1,-1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,-1.1191422390000225,2.694724239
enter,2014-04-24,MSFT,2014-04-23,1.19,39.86,0.475203,0.475203,1,25,-1188.0075,25,40.0,2014-06-21,58.0,3000.0,2.0,0.004634049,0.729549144951209,47742.23346410095,1894.159158,,,,,
exit,2014-04-25,MSFT,,1.0350000000000001,39.91,,,1,25,,25,,,,,,,,,,stop_loss,2.0,2.0,-547.3201633999961,100.4461634
