action,date,ticker,signal_date,option_price,stock_price,delta,delta_raw,signal_side,option_qty,stock_position,num_contracts,strike,expiry,dte,entry_cost,rank,prediction,target_weight,target_delta_exposure,per_contract_delta_exposure,exit_reason,days_held,bars_held,realized_pnl,exit_cost
exit,2020-02-10,PM,,1.87,88.75,,,-1,-1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,166.55246781249969,6.9413771875000005
enter,2020-04-20,IBM,2020-04-17,8.2,120.41,0.516183,0.516183,1,7,-361.3281,7,120.0,2020-06-19,60.0,5746.999999999999,2.0,0.0043460415,1.0,46937.09084010096,6215.359503,,,,,
exit,2020-04-22,IBM,,8.2,120.41,,,1,7,,7,,,,,,,,,,hpr_limit_exit,3.0,3.0,-143.5537582605,143.5537582605
enter,2020-04-28,PFE,2020-04-27,1.32,37.91,0.471113,0.471113,1,26,-1224.8938,26,38.0,2020-06-19,52.0,3458.0,1.0,0.0053499555,0.802558960214467,46937.09084010096,1785.9893829999999,,,,,
exit,2020-04-30,PFE,,1.365,38.12,,,1,26,,26,,,,,,,,,,hpr_limit_exit,3.0,3.0,-272.7791518400013,121.34371184
enter,2020-07-16,BAC,2020-07-15,1.1949999999999998,23.93,0.512053,0.512053,1,38,-1945.8014,38,24.0,2020-08-21,36.0,4578.999999999999,4.0,0.0016643568,1.0,46930.02859340036,1225.342829,,,,,
exit,2020-07-20,BAC,,1.23,23.22,,,1,38,,38,,,,,,,,,,hpr_limit_exit,3.0,3.0,1476.8607736760023,156.005990324
enter,2020-07-23,T,2020-07-22,1.0350000000000001,29.9,0.496142,0.496142,1,31,-1538.0402000000001,31,30.0,2020-09-18,57.0,3239.5000000000005,2.0,0.0018644552,0.5301551372047419,47005.65778129686,1483.46458,,,,,
exit,2020-07-27,T,,1.0350000000000001,29.9,,,1,31,,31,,,,,,,,,,hpr_limit_exit,3.0,3.0,-118.16370099000002,118.16370099000002
enter,2020-07-31,CVX,2020-07-30,3.4,83.94,0.452236,0.452236,1,1,-45.223600000000005,1,85.0,2020-09-18,49.0,341.0,6.0,0.0014174883,0.05189041134287311,4878.285835427637,3796.0689840000005,,,,,
enter,2020-07-31,MRK,2020-07-30,2.885,80.24,0.525366,0.525366,1,11,-577.9026,11,80.0,2020-09-18,49.0,3184.5,1.0,0.01053109,0.9481095886571268,47005.65778129686,4215.536784,,,,,
exit,2020-08-03,MRK,,2.855,82.54,,,1,11,,11,,,,,,,,,,stop_loss,2.0,2.0,-1445.4756066300063,97.40690663000001
exit,2020-08-04,CVX,,3.575,84.81,,,1,1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,-34.50602369200019,10.188255692
enter,2020-08-18,HD,2020-08-17,7.425,285.0,-0.495688,0.495688,-1,-3,148.7064,3,285.0,2020-09-18,31.0,2230.5,28.0,-0.004632548,-1.0,46936.43807156656,14127.108,,,,,
exit,2020-08-20,HD,,7.425,285.0,,,-1,-3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,-68.740662,68.740662
enter,2020-10-27,PFE,2020-10-26,1.5550000000000002,37.43,0.487197,0.487197,1,5,-243.59849999999997,5,37.5,2020-11-27,31.0,782.5000000000001,2.0,0.004570855,1.0,46936.43807156656,1823.5783709999998,,,,,
exit,2020-10-29,PFE,,1.5899999999999999,35.45,,,1,5,,5,,,,,,,,,,hpr_limit_exit,3.0,3.0,474.77502109999904,25.2192989
enter,2020-11-17,HD,2020-11-16,7.975,272.47,-0.493388,0.493388,-1,-2,98.6776,2,272.5,2020-12-24,37.0,1597.0,29.0,-0.004299218,-1.0,46961.42924729219,13443.342836000002,,,,,
exit,2020-11-19,HD,,7.975,272.47,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,-47.343342836000005,47.343342836000005
enter,2021-01-28,MA,2021-01-27,15.875,324.28,-0.518568,0.518568,-1,-1,51.8568,1,325.0,2021-03-19,50.0,1588.5,28.0,-0.0066679143,-0.3427143899403568,32188.715150425942,16816.123104,,,,,
exit,2021-01-29,MA,,17.225,316.29,,,-1,-1,,1,,,,,,,,,,stop_loss,2.0,2.0,-609.7743487794976,43.9767197795
enter,2021-02-02,PFE,2021-02-01,1.3599999999999999,34.99,0.51904,0.51904,1,25,-1297.6,25,35.0,2021-03-19,45.0,3425.0,5.0,0.0035012292,1.0,46933.94616438501,1816.12096,,,,,
exit,2021-02-04,PFE,,1.115,34.89,,,1,25,,25,,,,,,,,,,stop_loss,3.0,3.0,-589.526659674998,102.668159675
enter,2021-02-11,DIS,2021-02-10,10.675,190.91,0.539993,0.539993,1,4,-215.99719999999996,4,190.0,2021-03-19,36.0,4274.0,3.0,0.00614574,0.5314055549905259,46909.88273253001,10309.006362999999,,,,,
enter,2021-02-11,PEP,2021-02-10,3.3,134.97,0.500501,0.500501,1,6,-300.30060000000003,6,135.0,2021-03-19,36.0,1986.0,6.0,0.0025465833,0.4685944450094742,43963.42092901884,6755.261997,,,,,
exit,2021-02-16,DIS,,10.675,190.91,,,1,4,,4,,,,,,,,,,hpr_limit_exit,3.0,3.0,-110.018012726,110.018012726
exit,2021-02-16,PEP,,3.3,134.97,,,1,6,,6,,,,,,,,,,hpr_limit_exit,3.0,3.0,-65.865785991,65.865785991
enter,2021-02-23,HD,2021-02-22,8.025,267.24,-0.491748,0.491748,-1,-1,49.174800000000005,1,267.5,2021-04-01,37.0,803.5,30.0,-0.083515234,-1.0,46909.88273253001,13141.473552000001,,,,,
exit,2021-02-25,HD,,8.775,255.25,,,-1,-1,,1,,,,,,,,,,stop_loss,3.0,3.0,-701.8729514375005,24.9569664375
enter,2021-03-23,ADBE,2021-03-22,24.425,460.2,0.528169,0.528169,1,1,-52.8169,1,460.0,2021-05-21,59.0,2443.5,4.0,0.0054321075,1.0,46876.64588830064,24306.337379999997,,,,,
exit,2021-03-25,ADBE,,22.2,450.99,,,1,1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,210.09902571299875,57.396920287
enter,2021-04-22,T,2021-04-21,0.59,31.36,0.477385,0.477385,1,31,-1479.8935000000001,31,31.5,2021-05-28,36.0,1860.0,2.0,0.01005321,1.0,46889.83872207956,1497.07936,,,,,
exit,2021-04-26,T,,0.5800000000000001,31.4,,,1,31,,31,,,,,,,,,,hpr_limit_exit,3.0,3.0,-181.79646509999844,90.59074510000002
enter,2021-06-17,ADBE,2021-06-16,18.575,551.36,0.520869,0.520869,1,1,-52.0869,1,550.0,2021-07-23,36.0,1858.5,3.0,0.0072946777,1.0,46885.309114222066,28718.633184000002,,,,,
exit,2021-06-18,ADBE,,20.575000000000003,565.59,,,1,1,,1,,,,,,,,,,stop_loss,2.0,2.0,-601.0879068480006,56.93859484800001
enter,2021-07-14,BAC,2021-07-13,1.17,38.86,0.498366,0.498366,1,24,-1196.0783999999999,24,39.0,2021-08-20,37.0,2832.0,6.0,0.0022933297,1.0,46858.24635087394,1936.6502759999998,,,,,
exit,2021-07-16,BAC,,1.17,37.92,,,1,24,,24,,,,,,,,,,hpr_limit_exit,3.0,3.0,1029.3807832319972,103.000368768
enter,2021-07-28,PFE,2021-07-27,1.29,43.45,0.518382,0.518382,1,20,-1036.7640000000001,20,43.0,2021-09-17,51.0,2600.0,2.0,0.0055496716,1.0,46913.85266774374,2252.36979,,,,,
exit,2021-07-30,PFE,,1.065,42.81,,,1,20,,20,,,,,,,,,,hpr_limit_exit,3.0,3.0,91.34667040000042,83.4981296
enter,2021-08-12,DIS,2021-08-11,5.8,179.29,-0.499148,0.499148,-1,-5,249.574,5,180.0,2021-09-17,36.0,2905.0,25.0,-0.0015051365,-1.0,46924.51906297474,8949.224492,,,,,
exit,2021-08-16,DIS,,5.475,181.08,,,-1,-5,,5,,,,,,,,,,hpr_limit_exit,3.0,3.0,567.9610301300056,84.53446487
enter,2021-08-25,CRM,2021-08-24,13.7,260.85,0.536097,0.536097,1,3,-160.8291,3,260.0,2021-10-15,51.0,4113.0,4.0,0.0033113607,1.0,46954.871534229234,13984.090245000003,,,,,
exit,2021-08-26,CRM,,9.65,267.79,,,1,3,,3,,,,,,,,,,stop_loss,2.0,2.0,-2309.546733463499,80.4649114635
enter,2021-09-23,ACN,2021-09-22,8.95,343.0,0.469189,0.469189,1,2,-93.8378,2,345.0,2021-11-19,57.0,1791.9999999999998,5.0,0.0022972825,1.0,46838.21537148519,16093.1827,,,,,
exit,2021-09-27,ACN,,9.0,334.51,,,1,2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,790.1990736560009,54.442638344
enter,2021-10-19,NFLX,2021-10-18,24.625,639.0,-0.508567,0.508567,-1,-1,50.8567,1,640.0,2021-11-19,31.0,2463.5,27.0,-0.0024928527,-1.0,46879.200903169934,32497.431299999997,,,,,
exit,2021-10-21,NFLX,,17.925,625.14,,,-1,-1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,-95.51426220900069,52.920380209
enter,2021-10-26,LLY,2021-10-25,9.0,248.44,-0.482681,0.482681,-1,-3,144.8043,3,250.0,2021-12-17,52.0,2703.0,28.0,-0.0061516315,-1.0,46877.44850499544,11991.726764000001,,,,,
exit,2021-10-28,LLY,,9.7,250.17,,,-1,-3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,-25.843965121501355,80.3227321215
enter,2021-11-02,PFE,2021-11-01,1.5750000000000002,45.45,0.515228,0.515228,1,20,-1030.4560000000001,20,45.0,2021-12-17,45.0,3170.0000000000005,2.0,0.005208713,1.0,46879.42358263263,2341.7112600000005,,,,,
exit,2021-11-04,PFE,,1.375,43.85,,,1,20,,20,,,,,,,,,,hpr_limit_exit,3.0,3.0,1090.0905989000014,96.74460110000001
enter,2021-11-16,HD,2021-11-15,9.975,392.33,-0.537789,0.537789,-1,-2,107.55779999999999,2,390.0,2021-12-17,31.0,1997.0,29.0,-0.031391256,-1.0,46935.40484282464,21099.075836999997,,,,,
exit,2021-11-18,HD,,8.45,394.85,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,497.95459238500376,55.244743615
enter,2021-12-09,ORCL,2021-12-08,3.575,88.77,-0.508987,0.508987,-1,-1,50.8987,1,89.0,2022-01-14,36.0,358.5,30.0,-0.039725468,-1.0,46964.117632872134,4518.277599,,,,,
exit,2021-12-13,ORCL,,2.855,100.89,,,-1,-1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,676.3776044275004,9.2640555725
enter,2021-12-20,NKE,2021-12-17,8.825,156.98,0.565379,0.565379,1,5,-282.68949999999995,5,155.0,2022-01-21,32.0,4417.499999999999,6.0,0.0024399243,1.0,46998.65563773239,8875.319542,,,,,
exit,2021-12-21,NKE,,4.725,166.63,,,1,5,,5,,,,,,,,,,stop_loss,2.0,2.0,-4490.270168675001,72.690918675
enter,2022-01-27,MCD,2022-01-26,6.925000000000001,248.74,-0.480266,0.480266,-1,-3,144.0798,3,250.0,2022-03-18,50.0,2080.5000000000005,30.0,-0.0021678451,-1.0,46759.60238613151,11946.136484,,,,,
exit,2022-01-31,MCD,,5.9,259.45,,,-1,-3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,1814.871829334997,57.352744665
enter,2022-05-03,PFE,2022-05-02,2.3,49.29,0.51706,0.51706,1,18,-930.708,18,49.0,2022-06-17,45.0,4157.999999999999,1.0,0.0013250816,1.0,46852.11901940101,2548.5887399999997,,,,,
exit,2022-05-04,PFE,,1.745,49.66,,,1,18,,18,,,,,,,,,,stop_loss,2.0,2.0,-1410.2052946379974,101.597212638
enter,2022-05-17,HD,2022-05-16,11.225,300.95,-0.526025,0.526025,-1,-2,105.205,2,300.0,2022-06-17,31.0,2247.0,29.0,-0.0048281793,-1.0,46784.834308050915,15830.722375,,,,,
exit,2022-05-18,HD,,11.6,285.18,,,-1,-2,,2,,,,,,,,,,stop_loss,2.0,2.0,-1771.998426805998,63.172808806
enter,2022-06-13,ORCL,2022-06-10,3.2,64.05,-0.482911,0.482911,-1,-1,48.2911,1,65.0,2022-07-15,32.0,321.0,30.0,-0.008991126,-1.0,46698.11874694371,3093.044955,,,,,
exit,2022-06-15,ORCL,,2.1950000000000003,69.7,,,-1,-1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,372.0823273850003,7.109007615000001
enter,2022-07-12,PEP,2022-07-11,4.825,169.5,0.507743,0.507743,1,5,-253.87150000000003,5,170.0,2022-08-19,38.0,2417.5,1.0,0.0024959836,1.0,46716.78417955471,8606.24385,,,,,
exit,2022-07-14,PEP,,5.300000000000001,170.98,,,1,5,,5,,,,,,,,,,hpr_limit_exit,3.0,3.0,-256.27840659499685,81.797466595
enter,2022-08-16,HD,2022-08-15,9.45,327.38,0.549994,0.549994,1,2,-109.9988,2,325.0,2022-09-16,31.0,1891.9999999999998,2.0,0.002044389,1.0,46709.346723689705,18005.703572,,,,,
exit,2022-08-18,HD,,8.55,325.76,,,1,2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,-65.23479097599925,53.075214976
enter,2022-10-27,AMZN,2022-10-26,9.025,110.96,0.546826,0.546826,1,5,-273.413,5,111.0,2022-12-16,50.0,4517.5,1.0,0.0020200915,1.0,46709.20455701131,6067.581295999999,,,,,
exit,2022-10-31,AMZN,,6.525,102.44,,,1,5,,5,,,,,,,,,,hpr_limit_exit,3.0,3.0,1010.1550052799989,84.34451472
enter,2022-11-15,HD,2022-11-14,11.4,311.93,0.538805,0.538805,1,2,-107.761,2,310.0,2022-12-16,31.0,2282.0,2.0,0.001535845,1.0,46763.31528234556,16806.944365,,,,,
exit,2022-11-16,HD,,10.6,314.91,,,1,2,,2,,,,,,,,,,stop_loss,2.0,2.0,-522.6904173130021,60.373589313
enter,2023-01-24,DHR,2023-01-23,12.05,271.58,-0.564241,0.564241,-1,-3,169.27229999999997,3,270.0,2023-03-17,52.0,3618.0,25.0,-0.0010810765,-1.0,46739.20919739846,15323.657077999998,,,,,
exit,2023-01-26,DHR,,12.05,271.58,,,-1,-3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,-98.285485617,98.285485617
enter,2023-02-02,LLY,2023-02-01,11.6,330.7,0.530401,0.530401,1,2,-106.0802,2,330.0,2023-03-17,43.0,2322.0,5.0,0.0030840982,0.7082083031113388,46739.20919739846,17540.36107,,,,,
exit,2023-02-03,LLY,,10.7,339.08,,,1,2,,2,,,,,,,,,,stop_loss,2.0,2.0,-1093.9342670439996,62.035199043999995
enter,2023-02-09,PEP,2023-02-08,2.385,172.78,0.405025,0.405025,1,6,-243.01500000000004,6,175.0,2023-03-17,36.0,1436.9999999999998,3.0,0.005654117,1.0,46685.72411169526,6998.021950000001,,,,,
exit,2023-02-13,PEP,,2.205,177.77,,,1,6,,6,,,,,,,,,,stop_loss,3.0,3.0,-1351.7283625350021,53.65827253500001
enter,2023-03-02,COST,2023-03-01,20.2,485.69,0.549427,0.549427,1,1,-54.9427,1,485.0,2023-04-21,50.0,2021.0,4.0,0.003098697,1.0,46610.89966256746,26685.119963,,,,,
exit,2023-03-06,COST,,15.375,483.08,,,1,1,,1,,,,,,,,,,stop_loss,3.0,3.0,-390.39020006999925,44.38145507
enter,2023-03-15,ADBE,2023-03-14,17.85,333.61,-0.526915,0.526915,-1,-2,105.38300000000001,2,335.0,2023-04-21,37.0,3572.0000000000005,26.0,-0.0011602676,-1.0,46594.01352576341,17578.411315,,,,,
exit,2023-03-17,ADBE,,15.225000000000001,358.14,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,2979.888758279997,81.41512172000002
enter,2023-03-23,ACN,2023-03-22,14.0,271.66,-0.551431,0.551431,-1,-2,110.28620000000001,2,270.0,2023-05-19,57.0,2802.0,28.0,-0.0012866106,-1.0,46749.09083683466,14980.174546000002,,,,,
exit,2023-03-27,ACN,,10.75,273.96,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,826.3985077239953,59.020752276
enter,2023-04-24,KO,2023-04-21,1.03,63.95,0.541072,0.541072,1,7,-378.7504,7,64.0,2023-05-26,32.0,728.0,5.0,0.0017337424,1.0,46794.20913281946,3460.15544,,,,,
exit,2023-04-26,KO,,0.8999999999999999,63.55,,,1,7,,7,,,,,,,,,,hpr_limit_exit,3.0,3.0,11.708253567501824,30.1542664325
enter,2023-05-02,PFE,2023-05-01,0.79,39.06,-0.497863,0.497863,-1,-2,99.5726,2,39.0,2023-06-02,31.0,160.0,28.0,-0.0022967868,-1.0,46796.97106196408,1944.652878,,,,,
exit,2023-05-03,PFE,,0.97,38.45,,,-1,-2,,2,,,,,,,,,,stop_loss,2.0,2.0,-114.37741682499991,8.095046825
enter,2023-05-16,HD,2023-05-15,8.7,282.33,0.576727,0.576727,1,2,-115.3454,2,280.0,2023-06-16,31.0,1741.9999999999998,1.0,0.06814588,1.0,46792.119059484576,16282.733390999998,,,,,
exit,2023-05-17,HD,,8.35,292.39,,,1,2,,2,,,,,,,,,,stop_loss,2.0,2.0,-1289.3798571700004,52.35949717
enter,2023-05-25,COST,2023-05-24,21.35,486.55,-0.562889,0.562889,-1,-1,56.2889,1,485.0,2023-07-21,57.0,2136.0,25.0,-0.0015841955,-1.0,46730.59549446373,27387.364295,,,,,
exit,2023-05-30,COST,,16.5,508.03,,,-1,-1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,1576.9281291279979,47.474174872
enter,2023-06-22,ACN,2023-06-21,11.5,307.25,0.56956,0.56956,1,2,-113.91199999999999,2,305.0,2023-08-18,57.0,2302.0,6.0,0.0014880677,1.0,46815.273415918324,17499.731,,,,,
exit,2023-06-26,ACN,,11.75,297.41,,,1,2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,1102.5339105489973,65.902137451
enter,2023-07-13,PEP,2023-07-12,2.37,187.53,0.428391,0.428391,1,5,-214.1955,5,190.0,2023-08-18,36.0,1190.0,3.0,0.0055516716,1.0,46872.998030077375,8033.616423,,,,,
exit,2023-07-14,PEP,,2.355,188.21,,,1,5,,5,,,,,,,,,,stop_loss,2.0,2.0,-209.23277060000157,49.6031706
enter,2023-07-18,BAC,2023-07-17,0.685,30.7,-0.476925,0.476925,-1,-32,1526.1599999999999,32,31.0,2023-08-18,31.0,2224.0,23.0,-0.0014084298,-1.0,46865.29556792375,1464.1597499999998,,,,,
exit,2023-07-20,BAC,,0.615,31.53,,,-1,-32,,32,,,,,,,,,,hpr_limit_exit,3.0,3.0,1304.7499556000027,93.6668444
enter,2023-07-26,KO,2023-07-25,0.96,63.05,0.566521,0.566521,1,13,-736.4773,13,63.0,2023-08-25,30.0,1261.0,5.0,0.0012980087,1.0,46939.74355452375,3571.914905,,,,,
exit,2023-07-28,KO,,0.96,63.05,,,1,13,,13,,,,,,,,,,hpr_limit_exit,3.0,3.0,-61.1774468825,61.1774468825
enter,2023-08-01,PFE,2023-07-31,0.725,35.61,-0.466502,0.466502,-1,-3,139.9506,3,36.0,2023-09-01,31.0,220.5,26.0,-0.0020959093,-1.0,46939.74355452375,1661.213622,,,,,
exit,2023-08-03,PFE,,0.725,35.61,,,-1,-3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,-9.841820433,9.841820433
enter,2023-08-08,LLY,2023-08-07,18.525,521.6,0.544999,0.544999,1,1,-54.499900000000004,1,520.0,2023-09-15,38.0,1853.4999999999998,4.0,0.0036472478,1.0,46939.74355452375,28427.14784,,,,,
exit,2023-08-10,LLY,,17.1,521.34,,,1,1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,-177.73632458600022,49.33243258600001
enter,2023-08-15,HD,2023-08-14,8.85,332.14,0.556524,0.556524,1,2,-111.3048,2,330.0,2023-09-15,31.0,1772.0,2.0,0.045723323,1.0,46933.3233504064,18484.388135999998,,,,,
exit,2023-08-16,HD,,6.3,333.03,,,1,2,,2,,,,,,,,,,stop_loss,2.0,2.0,-635.4220865199986,42.68056652
enter,2023-10-17,JNJ,2023-10-16,4.05,156.09,-0.5799,0.5799,-1,-5,289.95,5,155.0,2023-11-17,31.0,2030.0,30.0,-0.007895676,-1.0,46902.717619193805,9051.659099999999,,,,,
exit,2023-10-19,JNJ,,2.3449999999999998,152.73,,,-1,-5,,5,,,,,,,,,,hpr_limit_exit,3.0,3.0,94.99423796499715,44.651522035
enter,2023-10-24,MSFT,2023-10-23,15.575,330.53,-0.545309,0.545309,-1,-2,109.0618,2,330.0,2023-12-15,52.0,3117.0,26.0,-0.0015219701,-0.5703741569482401,46896.33399370805,18024.098377,,,,,
exit,2023-10-26,MSFT,,12.899999999999999,327.89,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,193.79936135000153,70.41583864999998
enter,2023-10-30,MCD,2023-10-27,7.125,260.15,0.538033,0.538033,1,3,-161.4099,3,260.0,2023-12-15,46.0,2140.5,3.0,0.0070561203,1.0,46908.3889907361,13996.928494999998,,,,,
exit,2023-11-01,MCD,,7.1,261.97,,,1,3,,3,,,,,,,,,,stop_loss,3.0,3.0,-399.122017236009,68.831185236
enter,2023-11-14,HD,2023-11-13,5.1,303.63,0.469046,0.469046,1,3,-140.7138,3,305.0,2023-12-15,31.0,1532.9999999999998,1.0,0.027333893,1.0,46893.379795298926,14241.643698,,,,,
exit,2023-11-15,HD,,4.925,308.19,,,1,3,,3,,,,,,,,,,stop_loss,2.0,2.0,-730.1107318770001,53.635835877
enter,2023-12-11,ORCL,2023-12-08,4.9,115.13,0.538906,0.538906,1,7,-377.2342,7,115.0,2024-01-19,39.0,3437.0000000000005,2.0,0.027020317,1.0,46858.64217604222,6204.424778,,,,,
exit,2023-12-13,ORCL,,4.9,115.13,,,1,7,,7,,,,,,,,,,hpr_limit_exit,3.0,3.0,-97.315486723,97.315486723
enter,2023-12-19,ACN,2023-12-18,6.85,341.51,0.518969,0.518969,1,1,-51.8969,1,342.5,2024-01-19,31.0,686.0,5.0,0.0020907656,1.0,46858.64217604222,17723.310319,,,,,
exit,2023-12-21,ACN,,7.1,339.5,,,1,1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,107.4513940499995,24.20764795
enter,2024-01-12,JPM,2024-01-11,3.25,169.05,0.50047,0.50047,1,5,-250.23499999999999,5,170.0,2024-02-16,35.0,1630.0,5.0,0.0010091277,1.0,46865.09790703348,8460.44535,,,,,
exit,2024-01-17,JPM,,3.25,169.05,,,1,5,,5,,,,,,,,,,hpr_limit_exit,3.0,3.0,-58.651113375,58.651113375
enter,2024-01-23,JNJ,2024-01-22,3.4000000000000004,159.81,-0.513517,0.513517,-1,-5,256.7585,5,160.0,2024-03-15,52.0,1705.0000000000002,28.0,-0.005458759,-1.0,46865.09790703348,8206.515177000001,,,,,
exit,2024-01-25,JNJ,,3.05,159.56,,,-1,-5,,5,,,,,,,,,,hpr_limit_exit,3.0,3.0,57.86823748000027,55.248262520000004
enter,2024-01-31,MA,2024-01-30,11.85,449.23,0.543047,0.543047,1,1,-54.3047,1,450.0,2024-03-15,44.0,1186.0,4.0,0.0010574013,1.0,46869.813727954985,24395.300381,,,,,
exit,2024-02-01,MA,,12.1,460.92,,,1,1,,1,,,,,,,,,,stop_loss,2.0,2.0,-675.01128037,38.246225370000005
enter,2024-02-05,MCD,2024-02-02,6.25,285.97,-0.556999,0.556999,-1,-2,111.3998,2,285.0,2024-03-15,39.0,1252.0,27.0,-0.0013923126,-1.0,46839.29607259458,15928.500403000002,,,,,
exit,2024-02-07,MCD,,6.325,287.33,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,106.4032786919947,44.863793308
enter,2024-02-14,CSCO,2024-02-13,1.975,50.28,0.559612,0.559612,1,16,-895.3792,16,50.0,2024-03-15,30.0,3176.0,3.0,0.0012186503,1.0,46844.755360104835,2813.729136,,,,,
exit,2024-02-16,CSCO,,1.975,50.28,,,1,16,,16,,,,,,,,,,hpr_limit_exit,3.0,3.0,-101.70983308800001,101.70983308800001
enter,2024-04-16,JNJ,2024-04-15,3.05,144.45,0.515459,0.515459,1,2,-103.0918,2,145.0,2024-05-17,31.0,612.0,4.0,0.0031184922,1.0,46844.755360104835,7445.805255,,,,,
exit,2024-04-18,JNJ,,3.02,144.77,,,1,2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,-61.82772359800225,21.781387598
enter,2024-04-23,PEP,2024-04-22,5.175,171.22,0.585093,0.585093,1,4,-234.03719999999998,4,170.0,2024-06-21,59.0,2074.0,2.0,0.003988757,1.0,46842.793936922084,10017.962345999998,,,,,
exit,2024-04-24,PEP,,5.9,177.41,,,1,4,,4,,,,,,,,,,stop_loss,2.0,2.0,-1339.6614140359993,73.500366036
enter,2024-04-30,KO,2024-04-29,0.94,61.77,0.509012,0.509012,1,9,-458.11080000000004,9,62.0,2024-05-31,31.0,855.0,5.0,0.002211245,1.0,46784.782418711584,3144.1671240000005,,,,,
exit,2024-05-02,KO,,0.99,61.93,,,1,9,,9,,,,,,,,,,hpr_limit_exit,3.0,3.0,-75.04267747949828,41.9360694795
enter,2024-05-14,HD,2024-05-13,8.575,340.5,-0.533334,0.533334,-1,-2,106.6668,2,340.0,2024-06-21,38.0,1716.9999999999998,29.0,-0.0066505633,-1.0,46783.32099888371,18160.022699999998,,,,,
exit,2024-05-16,HD,,6.35,342.73,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,606.4002979390016,43.116124061
enter,2024-06-13,ADBE,2024-06-12,26.05,458.74,0.53409,0.53409,1,1,-53.40899999999999,1,460.0,2024-07-19,36.0,2606.0,3.0,0.0034300485,1.0,46819.70549603976,24500.844659999995,,,,,
exit,2024-06-14,ADBE,,17.424999999999997,525.31,,,1,1,,1,,,,,,,,,,stop_loss,2.0,2.0,-4530.778315170496,50.125588170499995
enter,2024-07-16,BAC,2024-07-15,1.26,44.13,-0.560172,0.560172,-1,-18,1008.3096,18,44.0,2024-08-16,31.0,2286.0,26.0,-0.0030382928,-1.0,46598.79626717598,2472.039036,,,,,
exit,2024-07-18,BAC,,1.115,43.98,,,-1,-18,,18,,,,,,,,,,hpr_limit_exit,3.0,3.0,37.72153123199459,79.253988768
enter,2024-08-13,HD,2024-08-12,10.35,350.07,0.513652,0.513652,1,2,-102.7304,2,350.0,2024-09-20,38.0,2072.0,1.0,0.020764515,1.0,46604.23100820918,17981.415564,,,,,
exit,2024-08-14,HD,,10.3,355.66,,,1,2,,2,,,,,,,,,,stop_loss,2.0,2.0,-654.3140140720031,61.73315807200001
enter,2024-09-12,ADBE,2024-09-11,33.225,586.55,-0.549932,0.549932,-1,-1,54.993199999999995,1,585.0,2024-10-18,36.0,3323.5,25.0,-0.0024566117,-1.0,46575.00463085718,32256.261459999994,,,,,
exit,2024-09-13,ADBE,,20.125,536.87,,,-1,-1,,1,,,,,,,,,,stop_loss,2.0,2.0,-1514.9462103589965,56.210258358999994
enter,2024-10-22,GE,2024-10-21,10.225000000000001,176.66,-0.579831,0.579831,-1,-4,231.9324,4,175.0,2024-12-20,59.0,4094.0000000000005,21.0,-0.0030369326,-1.0,46503.89161412133,10243.294446,,,,,
exit,2024-10-24,GE,,8.774999999999999,179.74,,,-1,-4,,4,,,,,,,,,,hpr_limit_exit,3.0,3.0,1156.475012988004,93.756395012
enter,2024-10-31,SHEL,2024-10-30,2.0999999999999996,67.55,0.50407,0.50407,1,13,-655.291,13,67.5,2024-12-20,50.0,2742.9999999999995,2.0,0.0017867365,1.0,46568.483555869134,3404.99285,,,,,
exit,2024-11-04,SHEL,,2.025,67.74,,,1,13,,13,,,,,,,,,,hpr_limit_exit,3.0,3.0,-312.31153636799814,88.217120368
