date,ticker,signal,pred_rank,y_pred,y_true,K,execution_date_note
2021-06-07,JNJ,1,3,0.00036046375,-0.008835325,3,execute_at_open_t+1
2021-06-08,WMT,1,1,0.00095381215,-0.0053780917,3,execute_at_open_t+1
2021-06-08,JNJ,1,2,0.00029590447,0.0133748725,3,execute_at_open_t+1
2021-06-08,GE,1,3,0.00022454839,-0.01230562,3,execute_at_open_t+1
2021-06-09,WMT,1,1,0.0009427443,0.005735605,3,execute_at_open_t+1
2021-06-09,GE,1,2,0.0006652381,-0.007309974,3,execute_at_open_t+1
2021-06-09,BRK_B,1,3,7.866416e-05,-0.012799003,3,execute_at_open_t+1
2021-06-10,GE,1,1,0.0006375266,0.0043923934,3,execute_at_open_t+1
2021-06-10,BRK_B,1,2,0.00061844755,0.0066815005,3,execute_at_open_t+1
2021-06-10,WMT,1,3,0.0002288185,0.006200355,3,execute_at_open_t+1
2021-06-11,XOM,1,1,0.0001119636,-0.0016097878,3,execute_at_open_t+1
2021-06-11,JNJ,1,2,7.435214e-05,0.0024823674,3,execute_at_open_t+1
2021-06-11,GE,1,3,4.3037347e-05,-0.016200649,3,execute_at_open_t+1
2021-06-14,WMT,1,1,0.012127258,-0.003992021,3,execute_at_open_t+1
2021-06-14,GE,1,2,0.0010207454,0.005183277,3,execute_at_open_t+1
2021-06-14,XOM,1,3,0.00016501918,0.035763305,3,execute_at_open_t+1
2021-06-15,WMT,1,1,0.0058132447,-0.020567205,3,execute_at_open_t+1
2021-06-15,IBM,1,2,0.00046787597,-0.010296535,3,execute_at_open_t+1
2021-06-15,JNJ,1,3,0.00042392034,-0.00036483037,3,execute_at_open_t+1
2021-06-16,WMT,1,1,0.003620416,0.004147421,3,execute_at_open_t+1
2021-06-16,IBM,1,2,0.0006225351,-0.015199829,3,execute_at_open_t+1
2021-06-16,GE,1,3,0.0001346711,-0.03328598,3,execute_at_open_t+1
2021-06-17,GE,1,1,0.0015016925,-0.01706791,3,execute_at_open_t+1
2021-06-17,XOM,1,2,0.0011611283,-0.025983976,3,execute_at_open_t+1
2021-06-17,WMT,1,3,0.0011005849,-0.018689392,3,execute_at_open_t+1
2021-06-18,XOM,1,1,0.0010780375,0.035616416,3,execute_at_open_t+1
2021-06-18,GE,1,2,0.0009833891,0.031577516,3,execute_at_open_t+1
2021-06-18,CVX,1,3,0.0006912723,0.028890474,3,execute_at_open_t+1
